id	language	institutionID	datasetID	basisOfRecord	occurrenceID	occurrenceRemarks	recordedBy	year	month	habitat	continent	waterBody	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	locationAccordingTo	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	scientificName	kingdom	phylum	class	order	family	genus
CoEB-UR-REMA-ABC-2018-00075	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00075	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	Dr Eberhard Fischer	Miscanthus violaceus	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Miscanthus
CoEB-UR-REMA-ABC-2018-00076	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00076	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	Dr Eberhard Fischer	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00077	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00077	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Rugezi marshland	Africa	Rusumo River	Northern Province	Burera	Kivuye	Murwa	Rusasa	2122m	Above 1800	29.871	-1.4514	WGS84	Dr Eberhard Fischer	Juncus effusus	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Juncus
CoEB-UR-REMA-ABC-2018-00078	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00078	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyamasheke	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148209	-2.486046	WGS84	Dr Eberhard Fischer	Cyperus denudatus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00079	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00079	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyamasheke	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148209	-2.486046	WGS84	Dr Eberhard Fischer	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00080	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00080	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyamasheke	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148209	-2.486046	WGS84	Dr Eberhard Fischer	Syzigium guineense	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzigium
CoEB-UR-REMA-ABC-2018-00081	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00081	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyabarongo	Africa	Akagera River	Estern Province	Bugesera	Rweru	Cyintambwe	Nyiragiseke	1327m	1200-1500	30.3527	-2.3298	WGS84	Dr Eberhard Fischer	Typha domingensis	Plantae	Tracheophyta	Liliopsida	Poales	Typhaceae	Typha
CoEB-UR-REMA-ABC-2018-00082	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00082	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyabarongo	Africa	Akagera River	Estern Province	Bugesera	Rweru	Cyintambwe	Nyiragiseke	1327m	1200-1500	30.3527	-2.3298	WGS84	Dr Eberhard Fischer	Leersia hexandra	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Leersia
CoEB-UR-REMA-ABC-2018-00083	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00083	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyabarongo	Africa	Akagera River	Estern Province	Bugesera	Rweru	Cyintambwe	Nyiragiseke	1327m	1200-1500	30.3527	-2.3298	WGS84	Dr Eberhard Fischer	Aspilia africana	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Aspilia
CoEB-UR-REMA-ABC-2018-00084	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00084	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Buganya	Africa	Akagera River	Estern Province	Bugesera	Rweru	Cyintambwe	Nyiragiseke	1327m	1200-1500	30.3527	-2.3298	WGS84	Dr Eberhard Fischer	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00085	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00085	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Buganya	Africa	Akagera River	Estern Province	Bugesera	Rweru	Cyintambwe	Nyiragiseke	1327m	1200-1500	30.3527	-2.3298	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00086	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00086	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Migina	Africa	Akanyaru River	Estern Province	Bugesera	Musenyi	Gicaca	Kavumu	1400	1400-1800	30.0062	-2.2106	WGS84	Dr Eberhard Fischer	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00087	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00087	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kirehe	Africa	Muvumba River	Estern Province	Nyagatare	Rwimiyaga	Nyarufubire	Rwimiyaga I	1391m	1200-1500	30.393808	-1.223371	WGS84	Dr Eberhard Fischer	Typha domingensis	Plantae	Tracheophyta	Liliopsida	Poales	Typhaceae	Typha
CoEB-UR-REMA-ABC-2018-00088	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00088	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kirehe	Africa	Muvumba River	Estern Province	Nyagatare	Rwimiyaga	Nyarufubire	Rwimiyaga I	1391m	1200-1500	30.393808	-1.223371	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00089	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00089	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	bordure du Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1301m	1200-1500	30.7771	-1.8954	WGS84	Dr Eberhard Fischer	Vossia cuspidata	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Vossia
CoEB-UR-REMA-ABC-2018-00090	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00090	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	bordure du Lake Ihema	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1301m	1200-1500	30.7771	-1.8954	WGS84	Dr Eberhard Fischer	Eichhornia crassipes	Plantae	Tracheophyta	Liliopsida	Commelinales	Pontederiaceae	Eichhornia
CoEB-UR-REMA-ABC-2018-00091	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00091	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gatsibo	Africa	Karungeri River	Estern Province	Nyagatare	Mukama	Bufunda	Bufunda	1369m	1200-1500	30.2466	-1.4425	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00092	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00092	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gatsibo	Africa	Karungeri River	Estern Province	Nyagatare	Mukama	Bufunda	Bufunda	1369m	1200-1500	30.2466	-1.4425	WGS84	Dr Eberhard Fischer	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00093	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00093	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gatsibo	Africa	Karungeri River	Estern Province	Nyagatare	Mukama	Bufunda	Bufunda	1369m	1200-1500	30.2466	-1.4425	WGS84	Dr Eberhard Fischer	Typha dominguensis	Plantae	Tracheophyta	Liliopsida	Poales	Typhaceae	Typha
CoEB-UR-REMA-ABC-2018-00094	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00094	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyamasheke	Africa	Nyarubandwa River	Western Province	Nyamasheke	Kibingo	Gihombo	Mataba	1460m	1460	29.2779	-2.1853	WGS84	Dr Eberhard Fischer	Cyperus latifolius	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00095	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00095	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyamasheke	Africa	Nyarubandwa River	Western Province	Nyamasheke	Kibingo	Gihombo	Mataba	1460m	1460	29.2779	-2.1853	WGS84	Dr Eberhard Fischer	Typha domingensis	Plantae	Tracheophyta	Liliopsida	Poales	Typhaceae	Typha
CoEB-UR-REMA-ABC-2018-00096	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00096	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Nyamasheke	Africa	Nyarubandwa River	Western Province	Nyamasheke	Kibingo	Gihombo	Mataba	1460m	1460	29.2779	-2.1853	WGS84	Dr Eberhard Fischer	Phragmites mauritianus	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phragmites
CoEB-UR-REMA-ABC-2018-00097	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00097	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7		Africa	Koko River	Western Province	Rutsiro	Musasa	Gabiro	Rugarambiro	1492m	Above 1500	29.3503	-1.9815	WGS84	Dr Eberhard Fischer	Phragmites mauritianus	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phragmites
CoEB-UR-REMA-ABC-2018-00098	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00098	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Transfrontaliers entre les districts de Kirehe et Ngoma	Africa	Murutagara River	Estern Province	Kirehe	Gatore	Cyunuzi	Cyunuzi I	1414m	1200-1500	30.5626	-2.2844	WGS84	Dr Eberhard Fischer	Cyperus papyrus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00099	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00099	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kayonza	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1324m	1200-1500	30.6847	-1.8533	WGS84	Dr Eberhard Fischer	Dicrostachys cinerea	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Dicrostachys
CoEB-UR-REMA-ABC-2018-00100	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00100	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kayonza	Africa	Akagera River	Estern Province	Kayonza	Mwiri	Kageyo	Kiyonza	1324m	1200-1500	30.6847	-1.8533	WGS84	Dr Eberhard Fischer	Acacia senegal	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Acacia
CoEB-UR-REMA-ABC-2018-00101	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00101	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148209	-2.486046	WGS84	Dr Eberhard Fischer	Disa eminii	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Disa
CoEB-UR-REMA-ABC-2018-00102	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00102	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	D. stairsii	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Disa
CoEB-UR-REMA-ABC-2018-00103	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00103	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Eulophia horsfallii	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Eulophia
CoEB-UR-REMA-ABC-2018-00104	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00104	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Cyperus denudatus	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Cyperus
CoEB-UR-REMA-ABC-2018-00105	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00105	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Syzigium guineense	Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae	Syzigium
CoEB-UR-REMA-ABC-2018-00106	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00106	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Anthocleista grandiflora	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Anthocleista
CoEB-UR-REMA-ABC-2018-00107	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00107	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Asplenium sp.	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium
CoEB-UR-REMA-ABC-2018-00108	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00108	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Caprimulgus ruwenzori	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus
CoEB-UR-REMA-ABC-2018-00109	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00109	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Cercococcyx montanus	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cercococcyx
CoEB-UR-REMA-ABC-2018-00110	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00110	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Cossypha heuglini	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Cossypha
CoEB-UR-REMA-ABC-2018-00111	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00111	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Aonyx capensis	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Aonyx
CoEB-UR-REMA-ABC-2018-00112	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00112	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Aonyx congicia	Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Aonyx
CoEB-UR-REMA-ABC-2018-00113	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00113	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Cercopithecus mitis	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Cercopithecus
CoEB-UR-REMA-ABC-2018-00114	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00114	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Cephalophus weyrisi	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Cephalophus
CoEB-UR-REMA-ABC-2018-00115	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00115	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	praomys jacksoni	Animalia	Chordata	Mammalia	Rodentia	Muridae	Prixomys
CoEB-UR-REMA-ABC-2018-00116	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00116	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Hyperolius castaneus	Animalia	Chordata	Amphibia	Anura	Hyperoliidae	Hyperolius castaneus
CoEB-UR-REMA-ABC-2018-00117	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00117	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Hyperolius discodactylus	Animalia	Chordata	Amphibia	Anura	Hyperoliidae	Hyperolius
CoEB-UR-REMA-ABC-2018-00118	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00118	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Kamiranzovu swamp	Africa	Kamiranzovu River	Western Province	Nyamasheke	Bushekeri	Buvungira	Mujabagiro	1951m	Above 1800	29.148115	-2.48521	WGS84	Dr Eberhard Fischer	Bradypterus graueri	Animalia	Chordata	Aves	Passeriformes	Locustellidae	Bradypterus
CoEB-UR-REMA-ABC-2018-00119	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00119	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gishoma	Africa	Ruhwa River	Southern Province	Rusizi	Gashonga	Rusayo	Misave	1706m	Above 1700	28.936971	-2.60903	WGS84	Dr Eberhard Fischer	Bostrychia hagedash	Animalia	Chordata	Aves	Pelecaniformes	Threskiornithidae	Bostrychia
CoEB-UR-REMA-ABC-2018-00120	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00120	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gishoma	Africa	Ruhwa River	Southern Province	Rusizi	Gashonga	Rusayo	Misave	1706m	Above 1700	28.936971	-2.60903	WGS84	Dr Eberhard Fischer	Bubulcus ibis	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Bubulcus
CoEB-UR-REMA-ABC-2018-00121	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00121	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gishoma	Africa	Ruhwa River	Southern Province	Rusizi	Gashonga	Rusayo	Misave	1706m	Above 1700	28.936971	-2.60903	WGS84	Dr Eberhard Fischer	Ardea cinerea	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea
CoEB-UR-REMA-ABC-2018-00122	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00122	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gishoma	Africa	Ruhwa River	Southern Province	Rusizi	Gashonga	Rusayo	Misave	1706m	Above 1700	28.936971	-2.60903	WGS84	Dr Eberhard Fischer	Balearica regulorum	Animalia	Chordata	Aves	Gruiformes	Gruidae	Balearica
CoEB-UR-REMA-ABC-2018-00123	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00123	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gishoma	Africa	Ruhwa River	Southern Province	Rusizi	Gashonga	Rusayo	Misave	1706m	Above 1700	28.936971	-2.60903	WGS84	Dr Eberhard Fischer	Typha domingensis	Plantae	Tracheophyta	Liliopsida	Poales	Typhaceae	Typha
CoEB-UR-REMA-ABC-2018-00124	English	CoEB-UR-REMA	CoEB-UR-REMA-ABC-2018	HumanObservation	CoEB-UR-REMA-ABC-2018-00124	Biodiversity Inventory Key Wetlands Rwanda – Final Report, Module 2	Vincent Sindikubwabo	2011	7	Gishoma	Africa	Ruhwa River	Southern Province	Rusizi	Gashonga	Rusayo	Misave	1706m	Above 1700	28.936971	-2.60903	WGS84	Dr Eberhard Fischer	Leersia hexandra	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Leersia
